Date,Close,High,Low,Open,Volume
2024-12-09,198.6199951171875,199.6999969482422,196.8999938964844,196.8999938964844,193800
2024-12-10,202.02999877929688,202.9600067138672,197.9100036621093,199.6699981689453,261600
2024-12-11,198.94000244140625,204.759994506836,198.9100036621093,202.75,200700
2024-12-12,199.7100067138672,202.33999633789065,196.3999938964844,199.47999572753903,254900
2024-12-13,198.6699981689453,200.2899932861328,197.3300018310547,199.009994506836,166400
2024-12-16,199.19000244140625,201.97000122070312,198.3300018310547,198.3300018310547,285600
2024-12-17,196.7700042724609,198.8999938964844,195.4900054931641,198.19000244140625,230400
2024-12-18,192.8300018310547,198.259994506836,192.19000244140625,196.6999969482422,299900
2024-12-19,195.4100036621093,197.5,192.0,192.77999877929688,276100
2024-12-20,195.2899932861328,198.22000122070312,193.259994506836,194.77999877929688,1570200
2024-12-23,192.72000122070312,196.0399932861328,191.2899932861328,195.6300048828125,222900
2024-12-24,194.08999633789065,194.92999267578125,191.47000122070312,192.72000122070312,106600
2024-12-26,193.4499969482422,195.44000244140625,191.3500061035156,193.75,153400
2024-12-27,192.9100036621093,194.0,191.3000030517578,192.4900054931641,165200
2024-12-30,190.38999938964844,192.3600006103516,189.3500061035156,192.32000732421875,131000
2024-12-31,191.1300048828125,192.47000122070312,190.7899932861328,190.8099975585937,116400
2025-01-02,189.8300018310547,192.32000732421875,189.5200042724609,192.32000732421875,140500
2025-01-03,191.58999633789065,192.63999938964844,190.0,190.07000732421875,89300
2025-01-06,190.19000244140625,193.3600006103516,189.3300018310547,191.0,172800
2025-01-07,193.4900054931641,197.17999267578125,189.6600036621093,191.33999633789065,257900
2025-01-08,194.1699981689453,194.32000732421875,191.22999572753903,192.509994506836,148900
2025-01-10,192.77999877929688,195.0500030517578,192.1499938964844,192.88999938964844,208400
2025-01-13,194.9499969482422,195.0,191.0599975585937,191.0599975585937,130100
2025-01-14,197.009994506836,197.5399932861328,194.67999267578125,194.6999969482422,195300
2025-01-15,193.0399932861328,196.44000244140625,190.8999938964844,196.42999267578125,226400
2025-01-16,193.69000244140625,194.5,192.3300018310547,192.3300018310547,128300
2025-01-17,190.52999877929688,194.94000244140625,190.3099975585937,194.3800048828125,273500
2025-01-21,195.22999572753903,195.3099975585937,190.5399932861328,191.8999938964844,595300
2025-01-22,193.1000061035156,195.44000244140625,192.0,195.13999938964844,411700
2025-01-23,191.7899932861328,194.0399932861328,190.0,193.6000061035156,208200
2025-01-24,191.22000122070312,192.27999877929688,190.0,191.9199981689453,153100
2025-01-27,196.9900054931641,197.3699951171875,191.97999572753903,192.6199951171875,154400
2025-01-28,197.3300018310547,204.69000244140625,195.3000030517578,196.4900054931641,453500
2025-01-29,195.2700042724609,198.2100067138672,193.8500061035156,196.97999572753903,94600
2025-01-30,198.75,199.6300048828125,196.1300048828125,196.92999267578125,134300
2025-01-31,195.3500061035156,198.6499938964844,194.82000732421875,197.9600067138672,196600
2025-02-03,194.0800018310547,195.6999969482422,189.7899932861328,194.3800048828125,307700
2025-02-04,193.5800018310547,194.6699981689453,192.759994506836,193.9900054931641,163700
2025-02-05,194.759994506836,197.27999877929688,193.47000122070312,195.08999633789065,146400
2025-02-06,193.3999938964844,195.7400054931641,193.2400054931641,194.3600006103516,98000
2025-02-07,193.9900054931641,195.6100006103516,193.0,194.22000122070312,125100
2025-02-10,194.1999969482422,196.5,193.6600036621093,195.0800018310547,176500
2025-02-11,193.08999633789065,194.259994506836,191.9900054931641,193.7400054931641,121400
2025-02-12,191.8699951171875,194.3300018310547,191.2100067138672,192.1600036621093,122700
2025-02-13,191.4100036621093,195.0,190.22999572753903,192.7899932861328,111800
2025-02-14,187.6100006103516,192.44000244140625,187.2100067138672,192.44000244140625,191000
2025-02-18,188.38999938964844,190.38999938964844,186.82000732421875,186.82000732421875,185800
2025-02-19,190.1600036621093,190.69000244140625,187.6199951171875,188.0,384200
2025-02-20,162.99000549316406,183.6999969482422,161.57000732421875,183.6999969482422,843300
2025-02-21,164.69000244140625,167.2899932861328,161.24000549316406,163.00999450683594,797700
2025-02-24,166.02999877929688,167.25999450683594,161.7899932861328,165.63999938964844,640900
2025-02-25,164.1999969482422,167.17999267578125,164.02999877929688,164.39999389648438,554100
2025-02-26,164.07000732421875,166.44000244140625,162.58999633789062,162.58999633789062,456700
2025-02-27,164.83999633789062,165.77999877929688,162.72000122070312,162.88999938964844,434200
2025-02-28,165.60000610351562,165.75,162.52999877929688,164.97999572753906,267200
2025-03-03,164.75999450683594,167.69000244140625,164.47999572753906,165.60000610351562,357700
2025-03-04,169.6999969482422,171.47999572753906,164.0399932861328,164.2899932861328,446300
2025-03-05,169.80999755859375,172.00999450683594,167.39999389648438,168.92999267578125,485300
2025-03-06,168.75,170.02999877929688,167.67999267578125,169.6999969482422,451300
2025-03-07,169.55999755859375,173.5,167.82000732421875,167.82000732421875,373800
2025-03-10,166.36000061035156,169.89999389648438,166.36000061035156,168.13999938964844,466000
2025-03-11,163.19000244140625,167.89999389648438,162.47999572753906,166.16000366210938,436100
2025-03-12,160.6300048828125,163.9499969482422,160.0,163.9499969482422,337900
2025-03-13,161.6300048828125,161.99000549316406,158.9199981689453,159.80999755859375,321200
2025-03-14,162.6999969482422,164.52000427246094,161.35000610351562,161.5,412200
2025-03-17,163.64999389648438,164.6999969482422,162.66000366210938,162.66000366210938,276300
2025-03-18,166.58999633789062,166.89999389648438,162.44000244140625,163.17999267578125,341900
2025-03-19,165.02000427246094,167.6999969482422,163.3800048828125,166.8699951171875,215300
2025-03-20,161.89999389648438,164.8800048828125,161.11000061035156,164.8800048828125,281700
2025-03-21,160.5399932861328,161.07000732421875,158.8800048828125,160.7100067138672,1379300
2025-03-24,160.89999389648438,163.75999450683594,159.9499969482422,161.27999877929688,452400
2025-03-25,161.2899932861328,162.7899932861328,160.14999389648438,160.86000061035156,267900
2025-03-26,162.36000061035156,163.7100067138672,160.92999267578125,162.0,245200
2025-03-27,163.36000061035156,164.7100067138672,161.83999633789062,162.77000427246094,357700
2025-03-28,162.07000732421875,163.47000122070312,161.38999938964844,162.97000122070312,224100
2025-03-31,164.0800018310547,165.42999267578125,161.07000732421875,161.6999969482422,336500
2025-04-01,164.1199951171875,165.19000244140625,162.69000244140625,163.27999877929688,290800
2025-04-02,161.27000427246094,162.99000549316406,157.52000427246094,160.89999389648438,549500
2025-04-03,161.42999267578125,162.77999877929688,159.08999633789062,160.16000366210938,455800
2025-04-04,157.9499969482422,161.5800018310547,157.4600067138672,159.35000610351562,578900
2025-04-07,154.85000610351562,160.52000427246094,153.41000366210938,154.91000366210938,599900
2025-04-08,152.8699951171875,158.1699981689453,151.85000610351562,156.2100067138672,689300
2025-04-09,161.58999633789062,162.2899932861328,151.75,152.2899932861328,810900
2025-04-10,160.52000427246094,163.10000610351562,158.6199951171875,160.27000427246094,460300
2025-04-11,164.61000061035156,165.3300018310547,160.42999267578125,160.42999267578125,351200
2025-04-14,167.10000610351562,167.52000427246094,164.25999450683594,165.3300018310547,379700
2025-04-15,165.0,167.77000427246094,164.88999938964844,167.02000427246094,240100
2025-04-16,163.8800048828125,165.77999877929688,163.00999450683594,165.69000244140625,298900
2025-04-17,165.27000427246094,166.2899932861328,163.02999877929688,163.02999877929688,284300
2025-04-21,165.00999450683594,165.72999572753906,163.8800048828125,164.66000366210938,399200
2025-04-22,167.5,168.58999633789062,164.6699981689453,164.6699981689453,384800
2025-04-23,168.50999450683594,169.33999633789062,166.47000122070312,168.0,673600
2025-04-24,161.91000366210938,172.2899932861328,160.57000732421875,169.0,981500
2025-04-25,162.67999267578125,164.13999938964844,160.1699981689453,162.67999267578125,663100
2025-04-28,162.44000244140625,163.2899932861328,160.8699951171875,162.0399932861328,570600
2025-04-29,164.32000732421875,164.4600067138672,161.85000610351562,162.3000030517578,403000
2025-04-30,166.27999877929688,166.27999877929688,163.16000366210938,164.5,460300
2025-05-01,165.2100067138672,166.22999572753906,163.1699981689453,164.7100067138672,483300
2025-05-02,166.44000244140625,168.6699981689453,165.30999755859375,166.66000366210938,286200
2025-05-05,166.4199981689453,167.85000610351562,165.5,166.17999267578125,392100
2025-05-06,165.22000122070312,166.3300018310547,164.7100067138672,166.27999877929688,389200
2025-05-07,165.08999633789062,166.77000427246094,164.8300018310547,165.8000030517578,403000
2025-05-08,166.82000732421875,168.32000732421875,165.52000427246094,165.52000427246094,322300
2025-05-09,164.91000366210938,167.1699981689453,164.6999969482422,166.60000610351562,241700
2025-05-12,164.80999755859375,165.94000244140625,161.3800048828125,165.3800048828125,431700
2025-05-13,162.91000366210938,165.19000244140625,162.80999755859375,164.8800048828125,356900
2025-05-14,161.75999450683594,163.0399932861328,161.02999877929688,162.55999755859375,484200
2025-05-15,165.25999450683594,165.30999755859375,161.25999450683594,162.19000244140625,393000
2025-05-16,166.83999633789062,167.66000366210938,164.82000732421875,165.25,442300
2025-05-19,167.5,168.0800018310547,166.47999572753906,167.0,231100
2025-05-20,168.02999877929688,168.42999267578125,166.3800048828125,168.24000549316406,468300
2025-05-21,165.4600067138672,167.25,164.52000427246094,166.86000061035156,408400
2025-05-22,166.60000610351562,167.07000732421875,164.75999450683594,165.88999938964844,319300
2025-05-23,166.75,167.67999267578125,164.41000366210938,166.0,349100
2025-05-27,167.6699981689453,168.41000366210938,166.16000366210938,167.8300018310547,425500
2025-05-28,162.17999267578125,167.47999572753906,161.4600067138672,167.14999389648438,493100
2025-05-29,164.13999938964844,164.14999389648438,161.6999969482422,162.22999572753906,411900
