Date,Close,High,Low,Open,Volume
2024-12-09,23.89312171936035,23.958994553899885,23.89312171936035,23.958994553899885,6600
2024-12-10,23.91193962097168,23.987223106088912,23.75196199073508,23.91193962097168,18600
2024-12-11,23.808427810668945,23.81783847211571,23.78960828267556,23.78960828267556,1200
2024-12-12,23.97781562805176,23.97781562805176,23.76137580397965,23.817837976585395,4200
2024-12-13,24.098876953125,24.108335127758284,23.8529698245467,24.042129709287657,7400
2024-12-16,23.957006454467773,24.09887545723608,23.9002592141529,24.004295520736463,5800
2024-12-17,24.0232162475586,24.0232162475586,23.95701082113022,23.95701082113022,5100
2024-12-18,23.73947525024414,24.02321327235783,23.73947525024414,24.02321327235783,4900
2024-12-19,23.88134384155273,23.890802015985265,23.871885667120207,23.890802015985265,1600
2024-12-20,23.88134384155273,23.94754925861812,23.88134384155273,23.94754925861812,1000
2024-12-23,23.72056007385254,23.834056370686973,23.711101898786133,23.834056370686973,1000
2024-12-24,23.72056007385254,23.72056007385254,23.72056007385254,23.72056007385254,0
2024-12-26,23.72056007385254,23.72056007385254,23.72056007385254,23.72056007385254,0
2024-12-27,23.60706329345703,24.01375579316972,23.60706329345703,23.692185063348635,3100
2024-12-30,23.81513977050781,23.9097197162164,23.540858108349163,23.644896229024848,5200
2024-12-31,24.28803825378418,24.37316002648372,23.83405666869498,23.83405666869498,38000
2025-01-02,24.22183418273925,24.25020690591365,24.108337878154007,24.24074873020133,4000
2025-01-03,24.325868606567383,24.45828125222913,24.079961469152607,24.17454141492174,9400
2025-01-06,24.48665237426757,24.524485071689817,24.38261606428103,24.49611054862314,1900
2025-01-07,24.344785690307617,24.42990746366932,24.288038442720644,24.31641116453289,2000
2025-01-08,24.325868606567383,24.486653973186183,24.26912136069087,24.486653973186183,3600
2025-01-10,24.212373733520508,24.373159097607275,24.089419264768186,24.089419264768186,1300
2025-01-13,24.174543380737305,24.21237608370639,24.174543380737305,24.21237608370639,2100
2025-01-14,24.316410064697266,24.42044818386978,24.22183192431759,24.259662819676983,5700
2025-01-15,24.514123916625977,24.713733974648164,24.285995546045307,24.285995546045307,5500
2025-01-16,24.54263687133789,24.64719554939338,24.54263687133789,24.618679051835905,1700
2025-01-17,24.63768768310547,24.79927752776233,24.552140011640752,24.552140011640752,4600
2025-01-21,24.68521308898925,24.79927725401258,24.68521308898925,24.704224085324544,1900
2025-01-22,24.523624420166016,24.78977294263649,24.31450888943181,24.78977294263649,4100
2025-01-23,24.4951114654541,24.618679330290288,24.44758396898741,24.599668331703608,6100
2025-01-24,24.381046295166016,24.381046295166016,24.381046295166016,24.381046295166016,1700
2025-01-27,24.618677139282227,24.618677139282227,24.52362396779697,24.618677139282227,900
2025-01-28,24.6281852722168,24.666207270073507,24.60917427328844,24.60917427328844,1000
2025-01-29,24.571149826049805,24.571149826049805,24.35252881526395,24.35252881526395,1100
2025-01-30,24.533132553100582,24.656702235475983,24.533132553100582,24.533132553100582,1400
2025-01-31,23.962814331054688,24.53313159649944,23.867762964304404,24.53313159649944,39300
2025-02-03,24.03885841369629,24.08638409724632,23.991330917157644,24.05786759932313,6200
2025-02-04,24.09588623046875,24.23846507418984,24.067369736529187,24.067369736529187,8700
2025-02-05,24.21945571899414,24.21945571899414,24.105393361485376,24.105393361485376,400
2025-02-06,24.171934127807617,24.171934127807617,24.06737543824695,24.06737543824695,1000
2025-02-07,24.10539436340332,24.124403548452555,24.057866868308828,24.124403548452555,1000
2025-02-10,24.04836082458496,24.21945617707263,24.04836082458496,24.04836082458496,1200
2025-02-11,24.01034164428711,24.057867327299764,24.01034164428711,24.057867327299764,900
2025-02-12,24.000837326049805,24.000837326049805,24.000837326049805,24.000837326049805,900
2025-02-13,24.01034164428711,24.02935264268761,24.000836145086858,24.02935264268761,2000
2025-02-14,24.15173721313477,24.15173721313477,24.07530773995678,24.15173721313477,700
2025-02-18,24.132627487182617,24.132627487182617,24.06575193120072,24.07530584237273,1400
2025-02-19,24.09440994262696,24.09440994262696,24.09440994262696,24.09440994262696,1300
2025-02-20,24.12307357788086,24.12307357788086,24.12307357788086,24.12307357788086,600
2025-02-21,24.075307846069336,24.25682670677812,24.056200022135027,24.056200022135027,9400
2025-02-24,24.084857940673828,24.161289230079653,24.017982384665967,24.017982384665967,1900
