,Close,High,Low,Open,Volume
2025-12-23,0.9100000262260436,0.9300000071525574,0.8100000023841858,1.190000057220459,21132
2025-12-24,0.8500000238418579,0.8899999856948853,0.8330000042915344,1.190000057220459,11753
2025-12-26,0.8500000238418579,0.9564999938011168,0.8100000023841858,1.190000057220459,35798
2025-12-29,0.8999999761581421,1.0799000263214111,0.8831999897956848,1.190000057220459,113772
2025-12-30,0.8999999761581421,0.8999999761581421,0.8500999808311462,1.190000057220459,10927
2025-12-31,0.9100000262260436,0.959999978542328,0.8199999928474426,1.190000057220459,18264
2026-01-02,0.9800000190734864,1.0399999618530271,0.8600000143051147,1.190000057220459,31972
2026-01-05,0.9599000215530396,1.090000033378601,0.9200000166893004,1.190000057220459,46770
2026-01-06,0.9900000095367432,1.0599000453948977,0.8500000238418579,1.190000057220459,34442
2026-01-07,1.0700000524520874,1.090000033378601,0.9700000286102296,1.190000057220459,16981
2026-01-08,1.340000033378601,1.3799999952316284,0.9995999932289124,1.190000057220459,120670
2026-01-09,1.3300000429153442,1.5299999713897705,1.2699999809265137,1.190000057220459,52864
2026-01-12,1.6399999856948853,1.659999966621399,1.350000023841858,1.190000057220459,65718
2026-01-13,1.555999994277954,1.7039999961853027,1.440000057220459,1.190000057220459,82086
2026-01-14,1.600000023841858,1.6224000453948977,1.5199999809265137,1.190000057220459,13028
2026-01-15,2.0,2.069999933242798,1.649999976158142,1.190000057220459,298458
2026-01-16,1.9800000190734863,2.109999895095825,1.899999976158142,1.190000057220459,82883
2026-01-20,1.649999976158142,2.0999999046325684,1.4901000261306765,1.190000057220459,137082
2026-01-21,1.600000023841858,1.8799999952316284,1.5099999904632568,1.190000057220459,26762
2026-01-22,1.610100030899048,1.6986000537872314,1.5700000524520874,1.190000057220459,26990
2026-01-23,1.3700000047683716,1.649999976158142,1.2699999809265137,1.190000057220459,42698
2026-01-26,1.2431000471115112,1.437199950218201,1.2201000452041626,1.190000057220459,46130
2026-01-27,1.260800004005432,1.4199999570846558,1.149999976158142,1.190000057220459,30775
2026-01-28,1.25,1.340000033378601,1.1799999475479126,1.190000057220459,19310
2026-01-29,1.1699999570846558,1.2899999618530271,1.059999942779541,1.190000057220459,26082
2026-01-30,1.0499999523162842,1.25,0.9810000061988832,1.190000057220459,39308
2026-02-02,1.0401999950408936,1.0700000524520874,1.0699000358581543,1.190000057220459,16745
2026-02-03,0.9900000095367432,1.1399999856948853,0.9297000169754028,1.190000057220459,39222
2026-02-04,0.9000999927520752,1.149999976158142,0.8999999761581421,1.190000057220459,18187
2026-02-05,0.800000011920929,0.9700000286102296,0.800000011920929,1.190000057220459,32889
2026-02-06,1.0199999809265137,1.0299999713897705,0.8759999871253967,1.190000057220459,55560
2026-02-09,1.0499999523162842,1.059999942779541,0.9700000286102296,1.190000057220459,10539
2026-02-10,1.0299999713897705,1.0525000095367432,0.9253000020980836,1.190000057220459,78580
2026-02-11,0.9688000082969666,1.0198999643325806,0.9688000082969666,1.190000057220459,10363
2026-02-12,0.879800021648407,1.0,0.6899999976158142,1.190000057220459,38439
2026-02-13,0.959999978542328,1.0098999738693235,0.8701000213623047,1.190000057220459,27004
2026-02-17,0.9300000071525574,0.9399999976158142,0.8100000023841858,1.190000057220459,4843
2026-02-18,0.8999000191688538,1.0399999618530271,0.8623999953269958,1.190000057220459,21881
2026-02-19,0.8698999881744385,1.0,0.8399999737739563,1.190000057220459,12117
2026-02-20,0.7804999947547913,0.949999988079071,0.7803999781608582,1.190000057220459,28627
2026-02-23,0.7799999713897705,0.8299999833106995,0.75,1.190000057220459,8113
2026-02-24,0.7925000190734863,0.9399999976158142,0.7599999904632568,1.190000057220459,35488
2026-02-25,0.8199999928474426,0.8999999761581421,0.800000011920929,1.190000057220459,11230
2026-02-26,0.800000011920929,0.8700000047683716,0.7601000070571899,1.190000057220459,12320
2026-02-27,0.8299999833106995,0.9900000095367432,0.75,1.190000057220459,50036
2026-03-02,0.8201000094413757,0.9300000071525574,0.7699999809265137,1.190000057220459,29611
2026-03-03,0.857200026512146,1.0399999618530271,0.8050000071525574,1.190000057220459,63133
