,Close,High,Low,Open,Volume
2025-12-23,0.4000000059604645,0.4189000129699707,0.3601999878883362,0.3601999878883362,52238
2025-12-24,0.3625000119209289,0.3625000119209289,0.3625000119209289,0.3625000119209289,372
2025-12-26,0.4000000059604645,0.4300000071525574,0.4000000059604645,0.4300000071525574,48519
2025-12-29,0.4000000059604645,0.4000000059604645,0.4000000059604645,0.4000000059604645,1700
2025-12-30,0.4120000004768371,0.449999988079071,0.4099999964237213,0.449999988079071,5640
2025-12-31,0.550000011920929,0.550000011920929,0.4101000130176544,0.4101000130176544,34657
2026-01-02,0.5117999911308289,0.5511000156402588,0.4129999876022339,0.5,23503
2026-01-05,0.4510999917984009,0.550000011920929,0.4399999976158142,0.4600000083446502,193836
2026-01-06,0.5400000214576721,0.5400000214576721,0.48989999294281,0.5,41848
2026-01-07,0.5400000214576721,0.5400000214576721,0.5,0.5388000011444092,24668
2026-01-08,0.5509999990463257,0.5699999928474426,0.5202000141143799,0.5400000214576721,20156
2026-01-09,0.5600000023841858,0.5899999737739563,0.5015000104904175,0.5899999737739563,11962
2026-01-12,0.589900016784668,0.5899999737739563,0.5016000270843506,0.5382999777793884,11222
2026-01-13,0.5299999713897705,0.5799999833106995,0.5023000240325928,0.5799999833106995,25037
2026-01-14,0.5450000166893005,0.5699999928474426,0.5099999904632568,0.5099999904632568,7118
2026-01-15,0.5299999713897705,0.550000011920929,0.5199999809265137,0.5799999833106995,4813
2026-01-16,0.5195000171661377,0.550000011920929,0.5099999904632568,0.550000011920929,12699
2026-01-20,0.550000011920929,0.550000011920929,0.5101000070571899,0.5101000070571899,9556
2026-01-21,0.5600000023841858,0.5601000189781189,0.550000011920929,0.550000011920929,16683
2026-01-22,0.5878999829292297,0.6000000238418579,0.550000011920929,0.5699999928474426,40912
2026-01-23,0.5939000248908997,0.5939000248908997,0.5699999928474426,0.5699999928474426,16032
2026-01-26,0.5999000072479248,0.6000000238418579,0.5799999833106995,0.5799999833106995,21640
2026-01-27,0.6399000287055969,0.6499999761581421,0.6025000214576721,0.6025000214576721,14024
2026-01-28,0.6265000104904175,0.6499999761581421,0.6265000104904175,0.6499999761581421,33639
2026-01-29,0.6000000238418579,0.6499999761581421,0.5899999737739563,0.6499999761581421,74919
2026-01-30,0.5899999737739563,0.6499999761581421,0.5600000023841858,0.6248999834060669,23834
2026-02-02,0.5600000023841858,0.6198999881744385,0.5600000023841858,0.6248999834060669,44448
2026-02-03,0.5400000214576721,0.5799999833106995,0.4600000083446502,0.5600000023841858,144950
2026-02-04,0.5,0.5498999953269958,0.4900000095367431,0.5400000214576721,62917
2026-02-05,0.4999000132083893,0.5,0.4749999940395355,0.5,12926
2026-02-06,0.5591999888420105,0.5600000023841858,0.4799999892711639,0.4900000095367431,3324
2026-02-09,0.550000011920929,0.5509999990463257,0.550000011920929,0.5509999990463257,549
2026-02-10,0.550000011920929,0.5799999833106995,0.5099999904632568,0.5799999833106995,14186
2026-02-11,0.550000011920929,0.550000011920929,0.5,0.550000011920929,5620
2026-02-12,0.5489000082015991,0.5489000082015991,0.4990000128746032,0.5489000082015991,3585
2026-02-13,0.5479000210762024,0.550000011920929,0.4975999891757965,0.4997000098228454,834
2026-02-17,0.5350000262260437,0.5479000210762024,0.5241000056266785,0.5479000210762024,389
2026-02-18,0.5497000217437744,0.550000011920929,0.4999000132083893,0.5,11004
2026-02-19,0.5109999775886536,0.550000011920929,0.4925000071525574,0.4925000071525574,23991
2026-02-20,0.5400000214576721,0.550000011920929,0.5199999809265137,0.5199999809265137,6325
2026-02-23,0.5199999809265137,0.550000011920929,0.5199999809265137,0.550000011920929,25273
2026-02-24,0.5390999913215637,0.5400000214576721,0.5199999809265137,0.5199999809265137,17445
2026-02-25,0.5,0.5899999737739563,0.5,0.5899999737739563,705
2026-02-26,0.5,0.5400000214576721,0.4808999896049499,0.5400000214576721,47521
2026-02-27,0.5149999856948853,0.5400000214576721,0.5099999904632568,0.5099999904632568,31986
2026-03-02,0.5288000106811523,0.5288000106811523,0.4988999962806701,0.5,106727
2026-03-03,0.5299999713897705,0.6000000238418579,0.4699999988079071,0.6000000238418579,33430
2026-03-04,0.5270000100135803,0.5299999713897705,0.5074999928474426,0.5299999713897705,4333
2026-03-05,0.5174999833106995,0.5199999809265137,0.4699999988079071,0.4699999988079071,15440
2026-03-06,0.4936000108718872,0.512499988079071,0.4934999942779541,0.5115000009536743,7236
2026-03-09,0.4699999988079071,0.5,0.4600000083446502,0.4769999980926513,14031
2026-03-10,0.5278000235557556,0.5400000214576721,0.4934000074863434,0.5400000214576721,1173
2026-03-11,0.5099999904632568,0.550000011920929,0.4950000047683716,0.550000011920929,8579
2026-03-12,0.5299999713897705,0.5400000214576721,0.5049999952316284,0.5199999809265137,2016
2026-03-13,0.4950000047683716,0.5199999809265137,0.4950000047683716,0.4999000132083893,19432
2026-03-16,0.5400000214576721,0.5400000214576721,0.5199999809265137,0.5400000214576721,227115
2026-03-17,0.5400000214576721,0.5400000214576721,0.5400000214576721,0.5400000214576721,290
2026-03-18,0.45210000872612,0.4950999915599823,0.4110000133514404,0.4950000047683716,3810
2026-03-19,0.5364000201225281,0.550000011920929,0.4900000095367431,0.4900000095367431,29196
2026-03-20,0.4950000047683716,0.550000011920929,0.4950000047683716,0.550000011920929,1700
2026-03-23,0.5174999833106995,0.5498999953269958,0.4950000047683716,0.5498999953269958,3632
2026-03-24,0.550000011920929,0.550000011920929,0.4900000095367431,0.4900000095367431,22093
2026-03-25,0.5099999904632568,0.550000011920929,0.5099999904632568,0.550000011920929,504
2026-03-26,0.4950000047683716,0.5099999904632568,0.4950000047683716,0.5099999904632568,2054
2026-03-27,0.4916999936103821,0.5224999785423279,0.4916999936103821,0.5224999785423279,5692
2026-03-30,0.4699999988079071,0.4925000071525574,0.4699999988079071,0.4850000143051147,15459
2026-03-31,0.4300000071525574,0.5,0.3499999940395355,0.4699999988079071,42571
2026-04-01,0.5199999809265137,0.5199999809265137,0.4650999903678894,0.4749999940395355,8780
2026-04-02,0.4824000000953674,0.5,0.4366999864578247,0.5,7319
2026-04-06,0.4799999892711639,0.4799999892711639,0.4787000119686126,0.4787000119686126,1436
2026-04-07,0.5199999809265137,0.5199999809265137,0.4799999892711639,0.4799999892711639,117440
2026-04-08,0.5115000009536743,0.5230000019073486,0.5115000009536743,0.5115000009536743,7750
2026-04-09,0.5189999938011169,0.5189999938011169,0.4900000095367431,0.5,12203
2026-04-10,0.4598999917507171,0.4900999963283539,0.4598999917507171,0.4900000095367431,3895
2026-04-13,0.4699999988079071,0.4900000095367431,0.4600000083446502,0.4900000095367431,13803
2026-04-14,0.4600000083446502,0.4887000024318695,0.4199999868869781,0.4300000071525574,49519
2026-04-15,0.5860999822616577,0.6200000047683716,0.449999988079071,0.449999988079071,179725
2026-04-16,0.5001000165939331,0.6100000143051147,0.5,0.6100000143051147,4748
2026-04-17,0.5199999809265137,0.5501000285148621,0.5,0.5,12025
