,Close,High,Low,Open,Volume
2025-12-17,0.1599999964237213,0.1599999964237213,0.1599999964237213,0.1600999981164932,73060
2025-12-26,0.150299996137619,0.150299996137619,0.150299996137619,0.150299996137619,2
2025-12-30,0.1850000023841858,0.1850000023841858,0.1850000023841858,0.1850000023841858,493
2026-01-06,0.1850000023841858,0.1850000023841858,0.1850000023841858,0.1850000023841858,2
2026-01-08,0.1850000023841858,0.1850000023841858,0.1850000023841858,0.0,2
2026-01-14,0.1800000071525573,0.1800000071525573,0.1800000071525573,0.0,0
2026-01-30,0.1800000071525573,0.1800000071525573,0.1800000071525573,0.0,0
2026-02-10,0.1800000071525573,0.1800000071525573,0.1800000071525573,0.0,4
2026-02-12,0.1501999944448471,0.1627999991178512,0.1501999944448471,0.1627999991178512,30609
2026-02-13,0.1501999944448471,0.1501999944448471,0.1501999944448471,0.1501999944448471,2
2026-02-18,0.1500999927520752,0.1500999927520752,0.1500999927520752,0.1501999944448471,500
2026-02-20,0.1500999927520752,0.1500999927520752,0.1500999927520752,0.1402000039815902,3
2026-03-02,0.1403000056743621,0.1403000056743621,0.1403000056743621,0.1403000056743621,200
2026-03-03,0.1401000022888183,0.1401000022888183,0.1401000022888183,0.1401000022888183,6
2026-03-09,0.1401000022888183,0.1401000022888183,0.1401000022888183,0.1401000022888183,6
2026-03-19,0.1401000022888183,0.1401000022888183,0.1401000022888183,0.0,0
2026-03-24,0.1300999969244003,0.1300999969244003,0.1300999969244003,0.1400000005960464,23
2026-04-01,0.1599999964237213,0.1599999964237213,0.1599999964237213,0.1599999964237213,260674
2026-04-06,0.1599999964237213,0.1599999964237213,0.1599999964237213,0.0,1
2026-04-17,0.2000000029802322,0.2000000029802322,0.2000000029802322,0.2000000029802322,22
2026-05-07,0.1599999964237213,0.1599999964237213,0.1599999964237213,0.1599999964237213,2
2026-05-15,0.1599999964237213,0.1599999964237213,0.1599999964237213,0.0,0
2026-05-20,0.1550000011920929,0.1550000011920929,0.1550000011920929,0.1500000059604644,9
2026-05-26,0.1599999964237213,0.1599999964237213,0.1599999964237213,0.1599999964237213,3
2026-05-28,0.1400000005960464,0.1400000005960464,0.1400000005960464,0.135000005364418,7
2026-06-03,0.1599999964237213,0.1599999964237213,0.1599999964237213,0.1599999964237213,9
2026-06-08,0.1599999964237213,0.1599999964237213,0.1599999964237213,0.0,9
2026-06-11,0.1301999986171722,0.1360000073909759,0.1301999986171722,0.1360000073909759,419
2026-06-12,0.1449999958276748,0.1449999958276748,0.1449999958276748,0.1449999958276748,309
2026-06-17,0.1599999964237213,0.1599999964237213,0.1599999964237213,0.1595000028610229,16
2026-06-26,0.1363999992609024,0.1363999992609024,0.1363999992609024,0.1360000073909759,15
2026-07-07,0.1306000053882599,0.1306000053882599,0.1306000053882599,0.1363999992609024,17
2026-07-15,0.1400000005960464,0.1400000005960464,0.1400000005960464,0.1307999938726425,17
2026-07-23,0.1306000053882599,0.1306000053882599,0.1306000053882599,0.1306000053882599,680
2026-07-24,0.1500000059604644,0.1500000059604644,0.1500000059604644,0.1500000059604644,411
2026-07-27,0.1500000059604644,0.1500000059604644,0.1500000059604644,0.1500000059604644,17
2026-07-29,0.1500000059604644,0.1500000059604644,0.1500000059604644,0.1500000059604644,1
2026-08-07,0.1306000053882599,0.1306000053882599,0.1306000053882599,0.1306000053882599,22
2026-08-13,0.1200999990105629,0.1200999990105629,0.1200999990105629,0.1306000053882599,72
2026-08-19,0.1101000010967254,0.1101000010967254,0.1101000010967254,0.1181000024080276,15
2026-08-28,0.1000000014901161,0.1000000014901161,0.1000000014901161,0.1000000014901161,25005
2026-09-02,0.1000000014901161,0.1000000014901161,0.1000000014901161,0.1000000014901161,302
2026-09-04,0.1000000014901161,0.1000000014901161,0.1000000014901161,0.1000000014901161,244014
2026-09-08,0.0998999997973442,0.1000000014901161,0.0998999997973442,0.1000000014901161,314
2026-09-09,0.0998999997973442,0.0998999997973442,0.0998999997973442,0.0839999988675117,1
2026-09-11,0.1894000023603439,0.2786000072956085,0.1234000027179718,0.1234000027179718,962342
2026-09-14,0.1650000065565109,0.2076999992132187,0.1599999964237213,0.2076999992132187,29767
2026-09-15,0.1378999948501587,0.1749999970197677,0.1177000030875206,0.1599999964237213,126796
2026-09-16,0.1287000030279159,0.1287000030279159,0.1287000030279159,0.1287000030279159,1566
2026-09-17,0.1199999973177909,0.1303000003099441,0.1199999973177909,0.1303000003099441,1784
2026-09-18,0.1101000010967254,0.1101000010967254,0.1099999994039535,0.1099999994039535,1201
2026-09-21,0.1101000010967254,0.1220000013709068,0.1099999994039535,0.1220000013709068,5542
2026-09-22,0.11010000109672546,0.18000000715255737,0.11010000109672546,0.18000000715255737,1219
